cut_content,text,keyword1,keyword2,keyword3,similarity_score
八年 制第 几年 啊 你 讨厌 科研 毕 不了 业 怎么办 [ 笑 哭 ] 退学 的话 只有 本科学历 了,八年 制第 几年 啊 你 讨厌 科研 毕 不了 业 怎么办 [ 笑 哭 ] 退学 的话 只有 本科学历 了,老年病,年富力强,一年到头,0.78793466
你 指 的 是 普通 的 在 米 画师 之类 的 地方 接稿 吗 感觉 来 钱 太慢 有时候 金主 比 病人 还 难 应付 [ 笑 哭 ]   唉 关于 二次元 接稿 我 能 回忆 到 的 都 是 不好 的 地方 医学 插画 似乎 很 赚 但是 需要 找准 接稿 渠,你 指 的 是 普通 的 在 米 画师 之类 的 地方 接稿 吗 感觉 来 钱 太慢 有时候 金主 比 病人 还 难 应付 [ 笑 哭 ]   唉 关于 二次元 接稿 我 能 回忆 到 的 都 是 不好 的 地方 医学 插画 似乎 很 赚 但是 需要 找准 接稿 渠,个人所得税,这样的话,总的来说,0.7459265
看过 一些 医学 转 画画 的 应该 都 是 家底 够 厚 我学 美术 的 朋友 因为 ai 已经 被 辞 了 然后 焦虑 在家 接私稿   有 上顿 没下顿 的   而且 也 不 知道 未来 ai 能到 什么 程度   内行人 已经 是 焦虑 得 不行 了 orz,看过 一些 医学 转 画画 的 应该 都 是 家底 够 厚 我学 美术 的 朋友 因为 ai 已经 被 辞 了 然后 焦虑 在家 接私稿   有 上顿 没下顿 的   而且 也 不 知道 未来 ai 能到 什么 程度   内行人 已经 是 焦虑 得 不行 了 orz,医学专业,医学知识,医学院校,0.7383003
我 现在 就是 在 医院 领着 五险 一金 还有 工资 然后 下班 回去 业余 就 画画 稿靠 医院 的 工资 也 不 缺钱 顺便 整个 奶茶 钱   就是 我 的 专业 上班 有时候 也 比较 累,我 现在 就是 在 医院 领着 五险 一金 还有 工资 然后 下班 回去 业余 就 画画 稿靠 医院 的 工资 也 不 缺钱 顺便 整个 奶茶 钱   就是 我 的 专业 上班 有时候 也 比较 累,自我感觉,据我所知,敌我矛盾,0.84133893
是 学妹 吗 画稿 会 有 冷淡 期 的 我 已经 一个月 没 咋 动笔 了 也 可能 是 被 上班 磋磨 的 [ 生气 ],是 学妹 吗 画稿 会 有 冷淡 期 的 我 已经 一个月 没 咋 动笔 了 也 可能 是 被 上班 磋磨 的 [ 生气 ],医学专业,医学院校,医学知识,0.79372257
可能 就是   我 是 口腔医学 听 起来 好听 有 面子 吧,可能 就是   我 是 口腔医学 听 起来 好听 有 面子 吧,自我感觉,据我所知,恕我直言,0.8359528
研究生 了 还 怕 啥 我们 普本 真的 是 死定了,研究生 了 还 怕 啥 我们 普本 真的 是 死定了,恕我直言,在我看来,据我所知,0.869951
德国 认可 学历 不用 重读 需要 德语 医学知识 考试 后发 医师 资格证   部分 学历 认可度 高 的 国内 学生 可以 免 医学知识 考试 只考 德语,德国 认可 学历 不用 重读 需要 德语 医学知识 考试 后发 医师 资格证   部分 学历 认可度 高 的 国内 学生 可以 免 医学知识 考试 只考 德语,医学专业,医学院校,医学知识,0.77030194
真的 崩溃 了 最高分 进 的 结果 不如 分比 我 低 的 选 了 临床 的 朋友,真的 崩溃 了 最高分 进 的 结果 不如 分比 我 低 的 选 了 临床 的 朋友,总的来说,这样的话,关系不大,0.81516546
37 岁   感觉 要 了 老命,37 岁   感觉 要 了 老命,资产负债率,吊销执照,劳动所得,0.8033346
已经 打算 回 农村 开 一个 了 [ 抠 鼻 ] 只 做 低端 [ 抠 鼻 ],已经 打算 回 农村 开 一个 了 [ 抠 鼻 ] 只 做 低端 [ 抠 鼻 ],资产负债率,非常感谢,服务质量,0.87204075
牙医 不是 很 暴利 么 [ 笑 哭 ],牙医 不是 很 暴利 么 [ 笑 哭 ],苦不堪言,值不值得,可不可以,0.9277061
36 岁 高龄 学习 学 的 头疼,36 岁 高龄 学习 学 的 头疼,医学院校,医学知识,医学专业,0.8766722
口腔医学 生   已经 干上 宿舍 美甲 了 [ doge ],口腔医学 生   已经 干上 宿舍 美甲 了 [ doge ],口腔医学,遍地开花,胡说八道,0.7819871
你 可是 博士生 啊   你 都 迷茫   大专 本科 的 咋办 啊   我 是 觉得 适当 放 低 要求   适当 躺平   适当 摆烂   日子 得过且过 就 挺 好 了 [ 哭 惹 ],你 可是 博士生 啊   你 都 迷茫   大专 本科 的 咋办 啊   我 是 觉得 适当 放 低 要求   适当 躺平   适当 摆烂   日子 得过且过 就 挺 好 了 [ 哭 惹 ],功能强大,刊七大刊,莫名其妙,0.7864262
我们 不管 多么 忙 都 只有 三四千 [ 笑 哭 ],我们 不管 多么 忙 都 只有 三四千 [ 笑 哭 ],自我感觉,恕我直言,在我看来,0.8838266
这个 月 奖金 给 我 干回 二十年 前 了,这个 月 奖金 给 我 干回 二十年 前 了,据我所知,敌我矛盾,恕我直言,0.8421237
那 我 不 晓得   我 就 晓得 我 上个月 奖金 2691   这个 月 听说 1000,那 我 不 晓得   我 就 晓得 我 上个月 奖金 2691   这个 月 听说 1000,恕我直言,敌我矛盾,自我感觉,0.87834746
今天 刚 说 的 我们 这边 每家 医院 保守 估计 都 要 交 五千万 罚款,今天 刚 说 的 我们 这边 每家 医院 保守 估计 都 要 交 五千万 罚款,据我所知,在我看来,恕我直言,0.86877936
三明 可能 会停 但是 集 采药 大 概率 不会 停 除非 啥时候 集 采药 出现 大 批次 致命性 问题 才 有 可能 停,三明 可能 会停 但是 集 采药 大 概率 不会 停 除非 啥时候 集 采药 出现 大 批次 致命性 问题 才 有 可能 停,功能强大,刊七大刊,绝大多数,0.8087822
我们 这才 下 的 文件 要 加快 推进 医改 说实话 医改 对 年轻 医生 是 好事,我们 这才 下 的 文件 要 加快 推进 医改 说实话 医改 对 年轻 医生 是 好事,自我感觉,敌我矛盾,在我看来,0.8796042
大家 说 说 我 应该 读学硕 转行 还是 调剂 一个 学院 去 读 专硕 啊 求求 各位 了,大家 说 说 我 应该 读学硕 转行 还是 调剂 一个 学院 去 读 专硕 啊 求求 各位 了,医科大学,大学毕业,医学院校,0.8263215
我 同学 她们 医院 已经 开会 通知 了 绩效 2500 [ 暗中 观察 ] 还是 市 三甲 [ 暗中 观察 ] 欢迎 学医,我 同学 她们 医院 已经 开会 通知 了 绩效 2500 [ 暗中 观察 ] 还是 市 三甲 [ 暗中 观察 ] 欢迎 学医,医学知识,医学院校,医学专业,0.796458
什么 行业 都 集采 吧 房子 也 集采 吧,什么 行业 都 集采 吧 房子 也 集采 吧,冲锋在前,悬壶济世,顺利进行,0.8827679
道听途说 的 [ 笑 哭 ],道听途说 的 [ 笑 哭 ],道听途说,各种渠道,母道,0.92526585
年薪制 是 需要 满足 考核 要求 的 不然 就是 按规定 的 90   70   50 的 占 比 拿薪水,年薪制 是 需要 满足 考核 要求 的 不然 就是 按规定 的 90   70   50 的 占 比 拿薪水,年富力强,老年病,这样的话,0.77756375
引入 外资 医院 多 几个 和睦家 对 医疗 对 普通 医生 真的 有 那么 大 影响 吗 毕竟 绝大部分 都 是 穷人,引入 外资 医院 多 几个 和睦家 对 医疗 对 普通 医生 真的 有 那么 大 影响 吗 毕竟 绝大部分 都 是 穷人,个人所得税,领军人物,管理人员,0.8447812
[ 笑 哭 ] 工资 必降   但是 轻松 是 不 可能 的 [ 鄙视 ],[ 笑 哭 ] 工资 必降   但是 轻松 是 不 可能 的 [ 鄙视 ],这样的话,总的来说,资产负债率,0.8574891
但是 按照 这种 不 严重 会 不会 也 拉 去 做手术 [ 汗颜 ],但是 按照 这种 不 严重 会 不会 也 拉 去 做手术 [ 汗颜 ],忙不过来,好不容易,需不需要,0.8470372
还 来 了 外资 医院 这 矛盾 吗,还 来 了 外资 医院 这 矛盾 吗,整形外科,引进外资,资产负债率,0.91584575
搞完 老师 搞 医生 都 不 知道 在 干嘛 敌 在 高层,搞完 老师 搞 医生 都 不 知道 在 干嘛 敌 在 高层,各种渠道,悬壶济世,儿科医生,0.8602916
你 不 干 有的是 人干 [ 笑 哭 ],你 不 干 有的是 人干 [ 笑 哭 ],无奇不有,另有企图,个人所得税,0.8950037
用 我们 的 医院 的 办法 来 考核 当年 某科 按照 业务量 发 钱 那个 科 医生 就 很 开心 周末 加班 做手术 周末 加班 还有 加班费 结果 当年 做 了 8000 的 手术 第二年 考核 指标 就 变成 了 9000 做 不 完 扣钱 而且 周末 加班费 取消 现在 他们 科 变成 了 周一 到 周五 拼命 做手术 晚上 十一点 还 在 做手术 为了 应对 考核 指标 呗 现在 他们 就是 又 穷 又 忙 哈哈哈 官僚 们 最 擅长 的 不 就是 这个 嘛 [ 笑 哭 ],用 我们 的 医院 的 办法 来 考核 当年 某科 按照 业务量 发 钱 那个 科 医生 就 很 开心 周末 加班 做手术 周末 加班 还有 加班费 结果 当年 做 了 8000 的 手术 第二年 考核 指标 就 变成 了 9000 做 不 完 扣钱 而且 周末 加班费 取消 现在 他们 科 变成 了 周一 到 周五 拼命 做手术 晚上 十一点 还 在 做手术 为了 应对 考核 指标 呗 现在 他们 就是 又 穷 又 忙 哈哈哈 官僚 们 最 擅长 的 不 就是 这个 嘛 [ 笑 哭 ],恕我直言,在我看来,敌我矛盾,0.78524196
不会 的 大 医院 有的是 人去,不会 的 大 医院 有的是 人去,无奇不有,有的是,关系不大,0.86848843
最大 的 可能 是 工资 降活 没有 减少 参考 公务员 降薪 [ 偷笑 ],最大 的 可能 是 工资 降活 没有 减少 参考 公务员 降薪 [ 偷笑 ],功能强大,总的来说,这样的话,0.8399987
我 老公 重医系   只有 六千 了 [ 哭 惹 ] 不 知道 要 持续 多久,我 老公 重医系   只有 六千 了 [ 哭 惹 ] 不 知道 要 持续 多久,在我看来,恕我直言,自我感觉,0.8623121
慢慢 的 私立 医院 要 崛起 了 吧 反正 老师 已经 被 整得 没 脾气 了 以后 好 老师 慢慢 流向 私立学校 医生 也 是,慢慢 的 私立 医院 要 崛起 了 吧 反正 老师 已经 被 整得 没 脾气 了 以后 好 老师 慢慢 流向 私立学校 医生 也 是,资产负债率,医学专业,医学院校,0.8005893
成都 某 3 甲 主治 上 月 到手 5k,成都 某 3 甲 主治 上 月 到手 5k,上个月,技术水平,收入水平,0.83168113
我 觉得 医生 和 老师 都 应该 高 工资,我 觉得 医生 和 老师 都 应该 高 工资,据我所知,敌我矛盾,自我感觉,0.9256352
感觉 以后 私立 医院 会 更 香好 医生 被 私立 高薪 聘请 进口药 私立 也 有 [ doge ],感觉 以后 私立 医院 会 更 香好 医生 被 私立 高薪 聘请 进口药 私立 也 有 [ doge ],莫名其妙,悬壶济世,冲锋在前,0.7383393
护理 也 改 了 嘛 到手 能 拿到 多少 啊 [ 石化 ] [ 石化 ] [ 石化 ] [ 石化 ] 护理 在读 的 恐惧,护理 也 改 了 嘛 到手 能 拿到 多少 啊 [ 石化 ] [ 石化 ] [ 石化 ] [ 石化 ] 护理 在读 的 恐惧,资产负债率,非常感谢,休息时间,0.8109253
真 要是 全国 医改 工资 下降 估计 会 引发 大批 医护人员 辞职 而且 没 人 愿意 学医 等 疫情 没有 医护人员 上 就 老实 了 一个月 拿 五千 工资 谁 愿意 冒风险 卖命 啊 提前退休 不香 吗 [ 笑 哭 ],真 要是 全国 医改 工资 下降 估计 会 引发 大批 医护人员 辞职 而且 没 人 愿意 学医 等 疫情 没有 医护人员 上 就 老实 了 一个月 拿 五千 工资 谁 愿意 冒风险 卖命 啊 提前退休 不香 吗 [ 笑 哭 ],个人所得税,痴人说梦,众人皆醉,0.8008013
不 懂 就 问 重儿 的 好多 医生 在 旁边 医院 兼职 这样 算下来 收入 也 不 低 吧 还有 这种 政策 是 允许 的 吗 带 小孩 去 看 主任医生 被 暗示 加钱 去 旁边 医院 找 他 手术,不 懂 就 问 重儿 的 好多 医生 在 旁边 医院 兼职 这样 算下来 收入 也 不 低 吧 还有 这种 政策 是 允许 的 吗 带 小孩 去 看 主任医生 被 暗示 加钱 去 旁边 医院 找 他 手术,可不可以,忙不过来,苦不堪言,0.7884109
感觉 日子 过不下去 了   应届 毕业 才 是 痛苦   找 又 找 不到   进 了 又 穷 得 糊口 都 难   转行 又 沉没 成本 太高 [ 哭 惹 ]   麻 了,感觉 日子 过不下去 了   应届 毕业 才 是 痛苦   找 又 找 不到   进 了 又 穷 得 糊口 都 难   转行 又 沉没 成本 太高 [ 哭 惹 ]   麻 了,马来西亚,莫名其妙,听天由命,0.78129506
你们 即使 降 了 也 是 我 的 天花板,你们 即使 降 了 也 是 我 的 天花板,据我所知,自我感觉,敌我矛盾,0.8952948
没有 转行 打算 的话 跟 师卷 技术 就行了,没有 转行 打算 的话 跟 师卷 技术 就行了,这样的话,总的来说,另有企图,0.8670896
中医 影响 很小 呀 [ 笑 哭 ] 该 拿 工资 拿 工资 该 开药 赚钱 开药 赚钱 啊 受 影响 的 主要 是 体制 外 的 医馆 去 医院 还是 一样 的 只不过 就是 工资 上限 被 下降 了 但是 我 说句实话 [ doge ] 咱 这辈子 有 可能 碰到 那个 上限 吗 现在 下降 了 反倒 是 更 容易 接近 了,中医 影响 很小 呀 [ 笑 哭 ] 该 拿 工资 拿 工资 该 开药 赚钱 开药 赚钱 啊 受 影响 的 主要 是 体制 外 的 医馆 去 医院 还是 一样 的 只不过 就是 工资 上限 被 下降 了 但是 我 说句实话 [ doge ] 咱 这辈子 有 可能 碰到 那个 上限 吗 现在 下降 了 反倒 是 更 容易 接近 了,个人所得税,资产负债率,功能强大,0.69141674
中医 最好 的 情况 是 有 资金 和 技术 自己 开 诊所,中医 最好 的 情况 是 有 资金 和 技术 自己 开 诊所,这样的话,总的来说,悬壶济世,0.8258826
中医 在 医院 靠 拿 证领 工资 那 你 就是 白学,中医 在 医院 靠 拿 证领 工资 那 你 就是 白学,医学专业,医学知识,医学院校,0.86652464
中医 是 技术 和 悟性 别 再 三甲 卷 没 意义,中医 是 技术 和 悟性 别 再 三甲 卷 没 意义,中科院,中医科,中间层,0.8609465
看 了 半天 评论 [ 微笑 ] 不骂 什么 了 就 [ 微笑 ] 几个 方向 对 专业 没什么 个人 追求 的话 如果 不 喜欢 医院 优先 考虑 转行 考公考 编跑 的 越快越好 有 资源 的 有 眼界 的 可以 试试 搞 中医 周边 几种 人 例外 家里 关系 在 体制 内 的 没有 经济 压力 的 对 中老年 开始 挣钱 有 信心 有 耐心 的 对 专业 有 个人 追求 的 趁早 别去 医院 安心 卷 技术 放下 良心 前 在 本行 别谈 挣钱 追 追 小康 就够 了,看 了 半天 评论 [ 微笑 ] 不骂 什么 了 就 [ 微笑 ] 几个 方向 对 专业 没什么 个人 追求 的话 如果 不 喜欢 医院 优先 考虑 转行 考公考 编跑 的 越快越好 有 资源 的 有 眼界 的 可以 试试 搞 中医 周边 几种 人 例外 家里 关系 在 体制 内 的 没有 经济 压力 的 对 中老年 开始 挣钱 有 信心 有 耐心 的 对 专业 有 个人 追求 的 趁早 别去 医院 安心 卷 技术 放下 良心 前 在 本行 别谈 挣钱 追 追 小康 就够 了,个人所得税,这样的话,注意事项,0.7193064
我 也 想 知道 [ 哭 惹 ],我 也 想 知道 [ 哭 惹 ],自我感觉,敌我矛盾,在我看来,0.919553
哥们 拿 中医 的 证去 社区 干 兼职 西医 内科 全科 给 老头 老太太 拿 拿 他 汀 拜 新 同格 华止 都 能 日薪 300 你 和 生化 棺材 文科 毕业 跑 外卖 的 比 你 特 么 幸福 五倍 好 吗,哥们 拿 中医 的 证去 社区 干 兼职 西医 内科 全科 给 老头 老太太 拿 拿 他 汀 拜 新 同格 华止 都 能 日薪 300 你 和 生化 棺材 文科 毕业 跑 外卖 的 比 你 特 么 幸福 五倍 好 吗,冲锋在前,提前退休,工资水平,0.7351228
中医 的 出路 就是 诊所 社区 乡镇 独立自主,中医 的 出路 就是 诊所 社区 乡镇 独立自主,投入产出,科班出身,派出机构,0.83971673
跟 中医 关系不大 因为 你 是 中医 人家 又 不要 你 [ 笑 哭 ],跟 中医 关系不大 因为 你 是 中医 人家 又 不要 你 [ 笑 哭 ],个人所得税,众人皆醉,个人观点,0.8278805
全场 最佳 人字拖 的 脚趾头 [ 笑 哭 ],全场 最佳 人字拖 的 脚趾头 [ 笑 哭 ],个人所得税,管理人员,工作人员,0.9208069
p9 的 白色 空顶 帽子 好 漂亮 [ 害羞 ]   可以 问 一个 链接 嘛,p9 的 白色 空顶 帽子 好 漂亮 [ 害羞 ]   可以 问 一个 链接 嘛,这样的话,总的来说,一锤子买卖,0.8091839
太棒 啦 [ 派对 ],太棒 啦 [ 派对 ],太爽了,太好了,马太效应,0.96624726
太酷 啦,太酷 啦,太爽了,太好了,太酷,0.9999999
什么 相机 拍 的 啊,什么 相机 拍 的 啊,这样的话,总的来说,他妈的,0.95705414
博主 拿到 了 什么 offer 呀,博主 拿到 了 什么 offer 呀,博主想,独立自主,利己主义,0.8287318
我 好 喜欢   p16,我 好 喜欢   p16,在我看来,敌我矛盾,自我感觉,0.8629528
结婚 速度 放眼 整个 硕博圈 都 是 很快 的,结婚 速度 放眼 整个 硕博圈 都 是 很快 的,这样的话,总的来说,死死的,0.8946353
真棒,真棒,真惨,真改,真实,1.0000001
好 全能 啊 [ 笑 哭 ],好 全能 啊 [ 笑 哭 ],资产负债率,具体实施,非常感谢,0.96426857
吗 利弊 的 天津 中医药 [ 生气 ],吗 利弊 的 天津 中医药 [ 生气 ],产科医生,骨科医生,专科医生,0.8784939
在 那里 干 中医 有 啥 好处,在 那里 干 中医 有 啥 好处,另有企图,深有体会,想都别想,0.90885216
专升本 的 成人 学历 是 这 七所 里 的 可以 吗,专升本 的 成人 学历 是 这 七所 里 的 可以 吗,这样的话,总的来说,医科大学,0.8451247
那 七家 中医 大学 谢谢,那 七家 中医 大学 谢谢,医科大学,私立学校,医学知识,0.9209168
评论 区 激动 啥 呢   新加坡 比 国内 一线 城市 都 还 卷 [ 笑 哭 ]   要润 也 不是 润 这种 地方,评论 区 激动 啥 呢   新加坡 比 国内 一线 城市 都 还 卷 [ 笑 哭 ]   要润 也 不是 润 这种 地方,马来西亚,工资水平,收入水平,0.8117441
本科 不是 这 七所 里 的 但 硕士 和 博士 是 这 里面 的 可以 吗,本科 不是 这 七所 里 的 但 硕士 和 博士 是 这 里面 的 可以 吗,这样的话,总的来说,入不敷出,0.8362
本科 是 这 七所 里 的 研究生 不是 这种 情况 可以 吗 [ 笑 哭 ],本科 是 这 七所 里 的 研究生 不是 这种 情况 可以 吗 [ 笑 哭 ],根本就是,基本工资,降本增效,0.8441489
谢谢,谢谢,商业,先说,两头,1.0
15 年 经验 5 年 主任医师 [ 笑 哭 ],15 年 经验 5 年 主任医师 [ 笑 哭 ],老年病,每年,万年,0.81854725
又 不带 阿拉 浙 中医 玩 [ 哭 惹 ],又 不带 阿拉 浙 中医 玩 [ 哭 惹 ],药阿奇霉,苦不堪言,值不值得,0.8880452
你好 请问 是不是 在 找 房子,你好 请问 是不是 在 找 房子,可不可以,苦不堪言,好不容易,0.9075109
白衣 汇 健康 科技 是 专注 于 打造 医生 影响力 的 技术 平台 为 医者 定制 专业 内容 分享 医学知识 提供 策划 与 技术支持 用 影像 传递 医道 助力 科普 传播 塑造 行业 影响力 打开 医者 新视界,白衣 汇 健康 科技 是 专注 于 打造 医生 影响力 的 技术 平台 为 医者 定制 专业 内容 分享 医学知识 提供 策划 与 技术支持 用 影像 传递 医道 助力 科普 传播 塑造 行业 影响力 打开 医者 新视界,说白了,莫名其妙,按劳分配,0.7878185
职称论文 专利 课题 实验 sci 论文 设计 到 发表 一站式 祝 大家 医路 向上 [ 飞吻 ],职称论文 专利 课题 实验 sci 论文 设计 到 发表 一站式 祝 大家 医路 向上 [ 飞吻 ],莫名其妙,听天由命,毕业论文,0.79982615
没事 啊 临床 再 熬 个 几年 虽然 还是 住院 医但 憔悴 的 面容 日渐 稀疏 的 头发 已然 成 了 患者 信赖 的 模样 [ doge ],没事 啊 临床 再 熬 个 几年 虽然 还是 住院 医但 憔悴 的 面容 日渐 稀疏 的 头发 已然 成 了 患者 信赖 的 模样 [ doge ],功能强大,闲着没事,这样的话,0.64336336
三明 医改 我 真的 会谢 [ 黄金 薯 ] 我 就是 麻醉学 的,三明 医改 我 真的 会谢 [ 黄金 薯 ] 我 就是 麻醉学 的,恕我直言,据我所知,在我看来,0.8384913
我 是 03 年 出生 20 年 高考 医学生 一枚 今年 大五 即将 毕业 [ 笑 哭 ] 全 赶上 了 [ 汗颜 ],我 是 03 年 出生 20 年 高考 医学生 一枚 今年 大五 即将 毕业 [ 笑 哭 ] 全 赶上 了 [ 汗颜 ],敌我矛盾,自我感觉,据我所知,0.75183773
现在 的 我 只 想 说 不过 一份 工作 而已   因为   鲁迅 先生 说 了 学医 救 不了,现在 的 我 只 想 说 不过 一份 工作 而已   因为   鲁迅 先生 说 了 学医 救 不了,恕我直言,据我所知,自我感觉,0.8569484
哈哈哈哈 哈哈哈 大家 一起 完蛋 啦 我 到 现在 都 没想 明白 当初 为什么 会 学医 深陷 泥潭 才 发现 早已 忘记 怎么 进 的 泥潭,哈哈哈哈 哈哈哈 大家 一起 完蛋 啦 我 到 现在 都 没想 明白 当初 为什么 会 学医 深陷 泥潭 才 发现 早已 忘记 怎么 进 的 泥潭,莫名其妙,自我感觉,恕我直言,0.76855206
都 这么 拦着 你 了 还要 去 吗,都 这么 拦着 你 了 还要 去 吗,想都别想,都还没,检都排,0.9084388
真好 03 全 赶上 啦 [ 微笑 ],真好 03 全 赶上 啦 [ 微笑 ],上班时间,上门服务,认真负责,0.8991858
95 后 研究生 也 都 赶上 了 [ 微笑 ],95 后 研究生 也 都 赶上 了 [ 微笑 ],上个世纪,九泉之下,工资水平,0.83908486
三明 医改 是 啥,三明 医改 是 啥,三连厚台,三明市,三百多,0.9612427
太好了 非典 的 时候 我 在 北京 新冠 的 时候 我 在 武汉 [ 再见 ] [ 再见 ],太好了 非典 的 时候 我 在 北京 新冠 的 时候 我 在 武汉 [ 再见 ] [ 再见 ],自我感觉,敌我矛盾,恕我直言,0.8476765
我 以为 有 什么 真知灼见 原来 是 吃 菌子 了 [ doge ],我 以为 有 什么 真知灼见 原来 是 吃 菌子 了 [ doge ],在我看来,据我所知,自我感觉,0.8097384
大家 散 了 吧 作者 因 单位 拖欠工资 没 钱 吃饭 只能 吃 拼好 饭 结果 中毒 出现 幻觉 发出 本帖 现已 送 至 我院 抢救 [ doge ] [ doge ],大家 散 了 吧 作者 因 单位 拖欠工资 没 钱 吃饭 只能 吃 拼好 饭 结果 中毒 出现 幻觉 发出 本帖 现已 送 至 我院 抢救 [ doge ] [ doge ],功能强大,刊七大刊,绝大多数,0.7051213
看 这 就是 肝性 脑病 的 中晚期 表现 谵妄,看 这 就是 肝性 脑病 的 中晚期 表现 谵妄,资产负债率,这样的话,劳动所得,0.85076165
过年 对 自己 好 一点 别 吃 拼好 饭 了 [ 微笑 ],过年 对 自己 好 一点 别 吃 拼好 饭 了 [ 微笑 ],老年病,年终奖,年薪制,0.8808381
医学生 真的 很惨 当年 高考 是 高分 录取 的 相当于 一个 女 的 各 方面 优秀 被 遴选 嫁入 豪门 然后 豪门 破产 了 [ 汗颜 ] 自己 青春 又 不 在 了 进退两难,医学生 真的 很惨 当年 高考 是 高分 录取 的 相当于 一个 女 的 各 方面 优秀 被 遴选 嫁入 豪门 然后 豪门 破产 了 [ 汗颜 ] 自己 青春 又 不 在 了 进退两难,医学院校,医学知识,医学专业,0.74197453
别说 了 只 觉得 学医 真的 很 悲哀 [ 笑 哭 ],别说 了 只 觉得 学医 真的 很 悲哀 [ 笑 哭 ],医学院校,医学专业,医学知识,0.85982823
你 说得对 但是 这个 得 跟 20 后 说 跟 00 后 没关系 零零 后 是 遇上 了 转型期 了 估计 是 牺牲 的 一代 了 青春 不会 再来 的,你 说得对 但是 这个 得 跟 20 后 说 跟 00 后 没关系 零零 后 是 遇上 了 转型期 了 估计 是 牺牲 的 一代 了 青春 不会 再来 的,资产负债率,这样的话,总的来说,0.76464087
小猫咪 爱吃鱼 啦 啦 啦   [ 笑 哭 ],小猫咪 爱吃鱼 啦 啦 啦   [ 笑 哭 ],音小红书,小而精,小红书,0.92821336
看来 精神科 的 需求 不小,看来 精神科 的 需求 不小,关系不大,从小到大,尾大不掉,0.90079635
医学生 一进 医院 就 有 一万 的 保底 工资 别人 羡慕 还 来不及 考 完证 月入 两万 了 算 不错 的 专业 好 吧,医学生 一进 医院 就 有 一万 的 保底 工资 别人 羡慕 还 来不及 考 完证 月入 两万 了 算 不错 的 专业 好 吧,医学院校,医学知识,医学专业,0.8026506
b 站 有 个 分析 挺 好 的 我 觉得 就是 一模一样 的 路子 包括 集采 等等 可以 看看,b 站 有 个 分析 挺 好 的 我 觉得 就是 一模一样 的 路子 包括 集采 等等 可以 看看,在我看来,恕我直言,据我所知,0.82341856
三明 医改 简直 是 当头一棒 我 六月 毕业 现在 签了 外资 医院 的 边缘 科室 相比 公立医院 可以 说 是 钱 多事少 更 自由 了 [ 笑 哭 ],三明 医改 简直 是 当头一棒 我 六月 毕业 现在 签了 外资 医院 的 边缘 科室 相比 公立医院 可以 说 是 钱 多事少 更 自由 了 [ 笑 哭 ],莫名其妙,一锤子买卖,高级职称,0.7977702
日本 三十年 才 恢复   那 你 可得 知道 当时 日本 是 发达国家 的 身份   而且 人家 的 制度 可不是 社会主义 制度 [ doge ],日本 三十年 才 恢复   那 你 可得 知道 当时 日本 是 发达国家 的 身份   而且 人家 的 制度 可不是 社会主义 制度 [ doge ],各种渠道,老年病,功能强大,0.6927862
我 在 三甲 医技 科室 干 了 5 年学硕 现在 转行 保险 经纪人 了 时间 自由 赚 的 也 还行 一年 30 够 自己 花 了,我 在 三甲 医技 科室 干 了 5 年学硕 现在 转行 保险 经纪人 了 时间 自由 赚 的 也 还行 一年 30 够 自己 花 了,恕我直言,自我感觉,据我所知,0.8145894
中国 老年人 消费者 没 那么 多钱 很多 好 的 东西 是 国际标准 一个 价格 的 消费力 没 那么 好,中国 老年人 消费者 没 那么 多钱 很多 好 的 东西 是 国际标准 一个 价格 的 消费力 没 那么 好,遍布全国,祸国殃民,利国利民,0.81434417
我 想 去 学 穿孔 一个 唇 钉 300 这个 行业 目前 好像 没有 一个 行业 规范 穿孔 师 也 没有 专业 资质 的 证书 相比之下 我 感觉 我 的 执业 医生 证 更 有 资质,我 想 去 学 穿孔 一个 唇 钉 300 这个 行业 目前 好像 没有 一个 行业 规范 穿孔 师 也 没有 专业 资质 的 证书 相比之下 我 感觉 我 的 执业 医生 证 更 有 资质,恕我直言,据我所知,在我看来,0.82600045
我 觉得 可以 去 当 高级 月 嫂 [ 微笑 ] 掌握 八年 医学知识 的 科班出身 月 嫂   绝对 比 医院 赚钱 吧 [ 微笑 ],我 觉得 可以 去 当 高级 月 嫂 [ 微笑 ] 掌握 八年 医学知识 的 科班出身 月 嫂   绝对 比 医院 赚钱 吧 [ 微笑 ],据我所知,敌我矛盾,自我感觉,0.82435524
去 企业 不要 进 医院,去 企业 不要 进 医院,解决不了,殷鉴不远,何乐不为,0.96349907
我 今年 放弃 考研 本科 秋招入 职 市区 的 社区 编制 [ doge ],我 今年 放弃 考研 本科 秋招入 职 市区 的 社区 编制 [ doge ],敌我矛盾,自我感觉,恕我直言,0.75616974
学 影像 技术 喜欢 画画 怎么 转行,学 影像 技术 喜欢 画画 怎么 转行,医学知识,医学专业,医学院校,0.93760043
说实话 人家 的 医护 可能 只是 一时 被 献祭 咱们 国家 的 医护 干 了 就 知道 那 是 一直 在 被 献祭,说实话 人家 的 医护 可能 只是 一时 被 献祭 咱们 国家 的 医护 干 了 就 知道 那 是 一直 在 被 献祭,身家性命,各种渠道,个人所得税,0.81308556
