final_content,text,keyword,similarity_score
145 天 退休 再见 drg 再见 kpi,145 天 退休 再见 drg 再见 kpi,天赋,0.64606285
145 天 退休 再见 drg 再见 kpi,145 天 退休 再见 drg 再见 kpi,天扎,0.64606285
145 天 退休 再见 drg 再见 kpi,145 天 退休 再见 drg 再见 kpi,天呐,0.64606285
145 天 退休 再见 drg 再见 kpi,145 天 退休 再见 drg 再见 kpi,天塔,0.64606285
145 天 退休 再见 drg 再见 kpi,145 天 退休 再见 drg 再见 kpi,天津,0.64606285
145 天 退休 再见 drg 再见 kpi,145 天 退休 再见 drg 再见 kpi,天坑,0.64606285
说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],自立门户,0.8293102
说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],公立医院,0.801752
说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],私立,0.7915935
说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],设立,0.7915935
说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],独立,0.7915935
说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],立帖,0.7532126
说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],立马,0.7532126
说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],私立学校,0.7172606
说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],公立,0.63902885
说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],说 私立 简直 太 友好 公立 不 收治 病人 只能 选 私立 努力 赚钱 药店 药 都 买不起 [ 失望 ],立法,0.6384475
想 请 三明 居民 谈谈 真实 就医 体验,想 请 三明 居民 谈谈 真实 就医 体验,冰冻三尺,0.75200844
想 请 三明 居民 谈谈 真实 就医 体验,想 请 三明 居民 谈谈 真实 就医 体验,民主评议,0.7228594
想 请 三明 居民 谈谈 真实 就医 体验,想 请 三明 居民 谈谈 真实 就医 体验,这三瓜,0.7203568
想 请 三明 居民 谈谈 真实 就医 体验,想 请 三明 居民 谈谈 真实 就医 体验,两三种,0.7203568
想 请 三明 居民 谈谈 真实 就医 体验,想 请 三明 居民 谈谈 真实 就医 体验,两三碗,0.7203568
想 请 三明 居民 谈谈 真实 就医 体验,想 请 三明 居民 谈谈 真实 就医 体验,珠三角,0.7203568
想 请 三明 居民 谈谈 真实 就医 体验,想 请 三明 居民 谈谈 真实 就医 体验,长三角,0.7203568
想 请 三明 居民 谈谈 真实 就医 体验,想 请 三明 居民 谈谈 真实 就医 体验,第三点,0.7203568
想 请 三明 居民 谈谈 真实 就医 体验,想 请 三明 居民 谈谈 真实 就医 体验,真材实料,0.7090912
想 请 三明 居民 谈谈 真实 就医 体验,想 请 三明 居民 谈谈 真实 就医 体验,真知灼见,0.7090912
三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三明市,0.6950351
三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,北医三院,0.66795284
三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,自求多福,0.66702616
三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,福利待遇,0.65484834
三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三班倒,0.64288485
三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三两个,0.64288485
三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,冰冻三尺,0.6419016
三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,两三碗,0.63395125
三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,这三瓜,0.63395125
三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,三明 福建 经济 最 发达 地区 三明 医改 好 锤子 本质 上 极端 压减 成本 治病 不 省钱 第一位,两三种,0.63395125
医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医疗保障,0.6666199
医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,商业保险,0.6666199
医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医疗保险,0.6666199
医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,保证质量,0.66064155
医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,保质保量,0.65035605
医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医保卡,0.6476886
医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,保双非,0.64590204
医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,低保,0.6366899
医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,夸保,0.6366899
医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医保 收 医院 一个 病人 医保 基金 打包 一个 费用 病人 在院 期间 发费 越少 医院 节流 越多 医院 收容 病人 数量 治疗 费用 挂钩 不 作者 说 医院 病人 越 少 收入 越高 理解,医保,0.6366899
三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,能治好,0.6501852
三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,根治术,0.6501852
三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,难治病,0.6501852
三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,你治好,0.6501852
三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,想多治,0.64625037
三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,节省,0.63853216
三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,能省,0.63853216
三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,钱省,0.63853216
三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,全省,0.63853216
三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,三明 医改 集采 核心 目的 省钱 你治好 医保 kpi,各省,0.63853216
凡事 看 目的 初衷 省钱 说 再 好处 都,凡事 看 目的 初衷 省钱 说 再 好处 都,省卫健委,0.7498128
凡事 看 目的 初衷 省钱 说 再 好处 都,凡事 看 目的 初衷 省钱 说 再 好处 都,能省,0.74291706
凡事 看 目的 初衷 省钱 说 再 好处 都,凡事 看 目的 初衷 省钱 说 再 好处 都,钱省,0.74291706
凡事 看 目的 初衷 省钱 说 再 好处 都,凡事 看 目的 初衷 省钱 说 再 好处 都,全省,0.74291706
凡事 看 目的 初衷 省钱 说 再 好处 都,凡事 看 目的 初衷 省钱 说 再 好处 都,节省,0.74291706
凡事 看 目的 初衷 省钱 说 再 好处 都,凡事 看 目的 初衷 省钱 说 再 好处 都,各省,0.74291706
凡事 看 目的 初衷 省钱 说 再 好处 都,凡事 看 目的 初衷 省钱 说 再 好处 都,省市,0.7105622
凡事 看 目的 初衷 省钱 说 再 好处 都,凡事 看 目的 初衷 省钱 说 再 好处 都,省级,0.7105622
凡事 看 目的 初衷 省钱 说 再 好处 都,凡事 看 目的 初衷 省钱 说 再 好处 都,省钱,0.7105622
凡事 看 目的 初衷 省钱 说 再 好处 都,凡事 看 目的 初衷 省钱 说 再 好处 都,省部级,0.6985692
想 三明 医改 行政 奖金 会 很少,想 三明 医改 行政 奖金 会 很少,冰冻三尺,0.7181603
想 三明 医改 行政 奖金 会 很少,想 三明 医改 行政 奖金 会 很少,两三碗,0.708468
想 三明 医改 行政 奖金 会 很少,想 三明 医改 行政 奖金 会 很少,这三瓜,0.708468
想 三明 医改 行政 奖金 会 很少,想 三明 医改 行政 奖金 会 很少,两三种,0.708468
想 三明 医改 行政 奖金 会 很少,想 三明 医改 行政 奖金 会 很少,珠三角,0.708468
想 三明 医改 行政 奖金 会 很少,想 三明 医改 行政 奖金 会 很少,第三点,0.708468
想 三明 医改 行政 奖金 会 很少,想 三明 医改 行政 奖金 会 很少,长三角,0.70846796
想 三明 医改 行政 奖金 会 很少,想 三明 医改 行政 奖金 会 很少,财政拨款,0.70158464
想 三明 医改 行政 奖金 会 很少,想 三明 医改 行政 奖金 会 很少,含金量,0.69949615
想 三明 医改 行政 奖金 会 很少,想 三明 医改 行政 奖金 会 很少,服务行业,0.68929905
局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],收治病人,0.7312151
局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],治病救人,0.70965123
局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],想多治,0.6117308
局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],要治,0.6052153
局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],越治,0.60521525
局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],诊治,0.60521525
局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],收治,0.60521525
局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],没治,0.60521525
局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],根治,0.60521525
局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],局 破 拒绝 收治 危重病 人收 简单 一点 病人 [ doge ],能治,0.60521525
很多 自费 项目 恐怕,很多 自费 项目 恐怕,科研项目,0.9452795
很多 自费 项目 恐怕,很多 自费 项目 恐怕,服务项目,0.9452795
很多 自费 项目 恐怕,很多 自费 项目 恐怕,拭目以待,0.92457724
很多 自费 项目 恐怕,很多 自费 项目 恐怕,项目,0.82804906
很多 自费 项目 恐怕,很多 自费 项目 恐怕,题目,0.82804906
很多 自费 项目 恐怕,很多 自费 项目 恐怕,盲目,0.82804906
很多 自费 项目 恐怕,很多 自费 项目 恐怕,目标,0.78609717
很多 自费 项目 恐怕,很多 自费 项目 恐怕,目测,0.78609717
很多 自费 项目 恐怕,很多 自费 项目 恐怕,目光短浅,0.74665666
很多 自费 项目 恐怕,很多 自费 项目 恐怕,触目惊心,0.718621
医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,急诊病人,0.74313927
医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,人才培养,0.7412398
医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,后勤人员,0.7366259
医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,在编人员,0.7366259
医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,引进人才,0.7366259
医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,科研人员,0.7366259
医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,医务人员,0.7366259
医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,医护人员,0.7366259
医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,技术人员,0.7366258
医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,医改 方向 穷人 看病 越来越 难 优质 医疗 资源 富人 特权阶层 享用,任人宰割,0.7283243
老 六 请客吃饭 朋友 说 随便 吃 随便 点 今晚 买单 饭店 说 桌饭 掏 五 百花 超 负责 饭店 只能 厨师 说 桌饭 五百块 标准 客人 吃 点 工资 绩效 扣 厨师 只能 掏出 计算器 玛德 老子 厨子 难道 还 会 会计 只能 哄 客人 吃 最 便宜 东西 吃 不 死 人 行 桌子 上 边角料 肉菜 不错 进口 山珍海味 想 精准 计算 吃完饭 花 四百 五 结算 后 饭店 赚 五十块 客人 感觉 饭 吃 没 吃 好 服务 差 四处 说 饭店 太黑 厨子 太 赚钱 五年 老六来 查账 请客 向来 只出 200 请客 标准 五年 前 坑 二百五 请 限期 十倍 赔偿,老 六 请客吃饭 朋友 说 随便 吃 随便 点 今晚 买单 饭店 说 桌饭 掏 五 百花 超 负责 饭店 只能 厨师 说 桌饭 五百块 标准 客人 吃 点 工资 绩效 扣 厨师 只能 掏出 计算器 玛德 老子 厨子 难道 还 会 会计 只能 哄 客人 吃 最 便宜 东西 吃 不 死 人 行 桌子 上 边角料 肉菜 不错 进口 山珍海味 想 精准 计算 吃完饭 花 四百 五 结算 后 饭店 赚 五十块 客人 感觉 饭 吃 没 吃 好 服务 差 四处 说 饭店 太黑 厨子 太 赚钱 五年 老六来 查账 请客 向来 只出 200 请客 标准 五年 前 坑 二百五 请 限期 十倍 赔偿,五年制,0.57984823
老 六 请客吃饭 朋友 说 随便 吃 随便 点 今晚 买单 饭店 说 桌饭 掏 五 百花 超 负责 饭店 只能 厨师 说 桌饭 五百块 标准 客人 吃 点 工资 绩效 扣 厨师 只能 掏出 计算器 玛德 老子 厨子 难道 还 会 会计 只能 哄 客人 吃 最 便宜 东西 吃 不 死 人 行 桌子 上 边角料 肉菜 不错 进口 山珍海味 想 精准 计算 吃完饭 花 四百 五 结算 后 饭店 赚 五十块 客人 感觉 饭 吃 没 吃 好 服务 差 四处 说 饭店 太黑 厨子 太 赚钱 五年 老六来 查账 请客 向来 只出 200 请客 标准 五年 前 坑 二百五 请 限期 十倍 赔偿,老 六 请客吃饭 朋友 说 随便 吃 随便 点 今晚 买单 饭店 说 桌饭 掏 五 百花 超 负责 饭店 只能 厨师 说 桌饭 五百块 标准 客人 吃 点 工资 绩效 扣 厨师 只能 掏出 计算器 玛德 老子 厨子 难道 还 会 会计 只能 哄 客人 吃 最 便宜 东西 吃 不 死 人 行 桌子 上 边角料 肉菜 不错 进口 山珍海味 想 精准 计算 吃完饭 花 四百 五 结算 后 饭店 赚 五十块 客人 感觉 饭 吃 没 吃 好 服务 差 四处 说 饭店 太黑 厨子 太 赚钱 五年 老六来 查账 请客 向来 只出 200 请客 标准 五年 前 坑 二百五 请 限期 十倍 赔偿,五年,0.55700696
老 六 请客吃饭 朋友 说 随便 吃 随便 点 今晚 买单 饭店 说 桌饭 掏 五 百花 超 负责 饭店 只能 厨师 说 桌饭 五百块 标准 客人 吃 点 工资 绩效 扣 厨师 只能 掏出 计算器 玛德 老子 厨子 难道 还 会 会计 只能 哄 客人 吃 最 便宜 东西 吃 不 死 人 行 桌子 上 边角料 肉菜 不错 进口 山珍海味 想 精准 计算 吃完饭 花 四百 五 结算 后 饭店 赚 五十块 客人 感觉 饭 吃 没 吃 好 服务 差 四处 说 饭店 太黑 厨子 太 赚钱 五年 老六来 查账 请客 向来 只出 200 请客 标准 五年 前 坑 二百五 请 限期 十倍 赔偿,老 六 请客吃饭 朋友 说 随便 吃 随便 点 今晚 买单 饭店 说 桌饭 掏 五 百花 超 负责 饭店 只能 厨师 说 桌饭 五百块 标准 客人 吃 点 工资 绩效 扣 厨师 只能 掏出 计算器 玛德 老子 厨子 难道 还 会 会计 只能 哄 客人 吃 最 便宜 东西 吃 不 死 人 行 桌子 上 边角料 肉菜 不错 进口 山珍海味 想 精准 计算 吃完饭 花 四百 五 结算 后 饭店 赚 五十块 客人 感觉 饭 吃 没 吃 好 服务 差 四处 说 饭店 太黑 厨子 太 赚钱 五年 老六来 查账 请客 向来 只出 200 请客 标准 五年 前 坑 二百五 请 限期 十倍 赔偿,二百五,0.5382185
老 六 请客吃饭 朋友 说 随便 吃 随便 点 今晚 买单 饭店 说 桌饭 掏 五 百花 超 负责 饭店 只能 厨师 说 桌饭 五百块 标准 客人 吃 点 工资 绩效 扣 厨师 只能 掏出 计算器 玛德 老子 厨子 难道 还 会 会计 只能 哄 客人 吃 最 便宜 东西 吃 不 死 人 行 桌子 上 边角料 肉菜 不错 进口 山珍海味 想 精准 计算 吃完饭 花 四百 五 结算 后 饭店 赚 五十块 客人 感觉 饭 吃 没 吃 好 服务 差 四处 说 饭店 太黑 厨子 太 赚钱 五年 老六来 查账 请客 向来 只出 200 请客 标准 五年 前 坑 二百五 请 限期 十倍 赔偿,老 六 请客吃饭 朋友 说 随便 吃 随便 点 今晚 买单 饭店 说 桌饭 掏 五 百花 超 负责 饭店 只能 厨师 说 桌饭 五百块 标准 客人 吃 点 工资 绩效 扣 厨师 只能 掏出 计算器 玛德 老子 厨子 难道 还 会 会计 只能 哄 客人 吃 最 便宜 东西 吃 不 死 人 行 桌子 上 边角料 肉菜 不错 进口 山珍海味 想 精准 计算 吃完饭 花 四百 五 结算 后 饭店 赚 五十块 客人 感觉 饭 吃 没 吃 好 服务 差 四处 说 饭店 太黑 厨子 太 赚钱 五年 老六来 查账 请客 向来 只出 200 请客 标准 五年 前 坑 二百五 请 限期 十倍 赔偿,四九年,0.5003812
老 六 请客吃饭 朋友 说 随便 吃 随便 点 今晚 买单 饭店 说 桌饭 掏 五 百花 超 负责 饭店 只能 厨师 说 桌饭 五百块 标准 客人 吃 点 工资 绩效 扣 厨师 只能 掏出 计算器 玛德 老子 厨子 难道 还 会 会计 只能 哄 客人 吃 最 便宜 东西 吃 不 死 人 行 桌子 上 边角料 肉菜 不错 进口 山珍海味 想 精准 计算 吃完饭 花 四百 五 结算 后 饭店 赚 五十块 客人 感觉 饭 吃 没 吃 好 服务 差 四处 说 饭店 太黑 厨子 太 赚钱 五年 老六来 查账 请客 向来 只出 200 请客 标准 五年 前 坑 二百五 请 限期 十倍 赔偿,老 六 请客吃饭 朋友 说 随便 吃 随便 点 今晚 买单 饭店 说 桌饭 掏 五 百花 超 负责 饭店 只能 厨师 说 桌饭 五百块 标准 客人 吃 点 工资 绩效 扣 厨师 只能 掏出 计算器 玛德 老子 厨子 难道 还 会 会计 只能 哄 客人 吃 最 便宜 东西 吃 不 死 人 行 桌子 上 边角料 肉菜 不错 进口 山珍海味 想 精准 计算 吃完饭 花 四百 五 结算 后 饭店 赚 五十块 客人 感觉 饭 吃 没 吃 好 服务 差 四处 说 饭店 太黑 厨子 太 赚钱 五年 老六来 查账 请客 向来 只出 200 请客 标准 五年 前 坑 二百五 请 限期 十倍 赔偿,五险,0.4956376
老 六 请客吃饭 朋友 说 随便 吃 随便 点 今晚 买单 饭店 说 桌饭 掏 五 百花 超 负责 饭店 只能 厨师 说 桌饭 五百块 标准 客人 吃 点 工资 绩效 扣 厨师 只能 掏出 计算器 玛德 老子 厨子 难道 还 会 会计 只能 哄 客人 吃 最 便宜 东西 吃 不 死 人 行 桌子 上 边角料 肉菜 不错 进口 山珍海味 想 精准 计算 吃完饭 花 四百 五 结算 后 饭店 赚 五十块 客人 感觉 饭 吃 没 吃 好 服务 差 四处 说 饭店 太黑 厨子 太 赚钱 五年 老六来 查账 请客 向来 只出 200 请客 标准 五年 前 坑 二百五 请 限期 十倍 赔偿,老 六 请客吃饭 朋友 说 随便 吃 随便 点 今晚 买单 饭店 说 桌饭 掏 五 百花 超 负责 饭店 只能 厨师 说 桌饭 五百块 标准 客人 吃 点 工资 绩效 扣 厨师 只能 掏出 计算器 玛德 老子 厨子 难道 还 会 会计 只能 哄 客人 吃 最 便宜 东西 吃 不 死 人 行 桌子 上 边角料 肉菜 不错 进口 山珍海味 想 精准 计算 吃完饭 花 四百 五 结算 后 饭店 赚 五十块 客人 感觉 饭 吃 没 吃 好 服务 差 四处 说 饭店 太黑 厨子 太 赚钱 五年 老六来 查账 请客 向来 只出 200 请客 标准 五年 前 坑 二百五 请 限期 十倍 赔偿,五条,0.4956376
